chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group
chr1	184550000	184650000	8.17987	4.35572	0.688326	12.3237	1.76309	3.47163	11.6243	5.83096	1.03053	3.32228	B
chr1	188630000	188730000	2.61756	0.743446	1.46109	0.589685	1.21022	4.61884	4.66228	1.92462	0.978513	1.33786	B
chr1	199370000	199470000	11.2519	3.44828	11.4519	7.0619	5.50463	5.26515	6.77041	5.52106	3.06395	5.00915	B
chr1	209470000	209570000	7.47095	7.90896	2.20264	7.5537	3.61136	7.19486	14.9869	9.16643	1.61568	4.17019	B
chr1	209870000	209970000	15.9962	5.25879	5.91777	2.79563	6.85949	5.77758	4.45669	5.50067	2.43978	3.53034	B
chr1	216430000	216530000	1.21789	2.25439	4.11711	1.11491	1.9222	3.2962	6.08744	3.2213	2.04643	2.06496	B
chr1	221910000	222010000	20.2861	33.9689	5.13767	14.4938	18.7174	17.1065	11.8648	20.6122	2.66084	11.5642	B
chr1	231490000	231590000	2.83569	1.76241	4.88069	1.68788	2.33204	3.52703	4.67273	2.52403	1.84975	2.62874	B
chr1	233310000	233410000	17.8321	12.7151	1.91079	15.6637	7.46701	10.3156	17.0079	13.4601	2.52593	8.25984	B
chr1	234750000	234850000	3.61732	4.65966	1.48679	11.5573	2.66633	5.9484	12.2829	6.52823	1.1947	3.42072	B
chr1	240130000	240230000	6.63479	1.51969	2.74046	2.35874	2.18096	2.05897	1.08717	2.28753	4.80804	2.70481	B
chr1	242630000	242730000	2.98111	6.0088	1.43539	6.44356	4.32013	7.37259	7.79485	5.98999	2.27561	3.99345	B
chr10	3050000	3150000	8.94333	27.1795	3.39758	17.2489	16.141	13.2887	12.2829	16.6325	3.00056	9.88406	B
chr10	9350000	9450000	4.12629	0.555398	2.86894	0.876172	0.832525	0.814817	0.282245	0.958235	2.41052	1.73609	B
chr10	72270000	72370000	14.1057	2.00293	9.84215	7.37703	3.51654	3.12539	2.78413	3.82071	2.43328	4.77871	B
chr10	102710000	102810000	44.753	25.1504	4.163	12.3905	13.5904	22.5725	36.5107	24.9793	1.62544	8.3538	B
chr10	4790000	4890000	11.4882	8.83827	2.64317	2.75743	7.70488	7.51571	3.81903	6.4793	2.39915	2.49674	B
chr10	7670000	7770000	6.56208	2.86883	4.29883	1.90752	2.83509	2.01281	0.752655	2.01841	5.1949	2.2059	B
chr10	12010000	12110000	3.43555	2.73326	1.26285	12.1423	2.99902	1.95279	0.644635	2.36093	2.326	4.72949	B
chr10	13290000	13390000	6.12582	3.6079	6.08848	4.46203	3.40403	4.99739	6.48468	4.89719	3.01519	3.75406	B
chr10	15430000	15530000	6.19853	1.90235	8.73165	2.43752	3.00706	4.64423	5.07345	3.83702	3.03957	4.76529	B
chr10	16830000	16930000	6.65296	4.93955	2.31645	6.5128	4.8939	5.98764	7.37671	6.6057	2.17971	8.33143	B
chr10	17990000	18090000	0.0181775	0.935868	1.31792	0.656532	1.1395	1.05718	0.386781	0.909303	0.926499	0.955295	B
chr10	18950000	19050000	1.90864	8.67427	3.2232	5.49577	6.09769	11.2782	18.9139	11.1645	2.49505	4.42299	B
chr10	21230000	21330000	0.708922	0.314871	1.30874	0.756802	0.48055	0.570141	0.240431	0.868527	3.97582	1.53474	B
chr10	22250000	22350000	3.41737	2.48836	2.01175	1.69743	3.25135	4.76426	7.21991	4.26516	1.61568	4.07846	B
chr10	23410000	23510000	5.16241	1.64433	4.01248	4.24716	1.67469	3.38622	3.95841	3.07858	2.7031	2.9509	B
chr10	24870000	24970000	5.12605	1.87611	3.13326	9.07208	3.21599	1.95972	0.57146	2.21413	1.6807	4.33574	B
chr10	26950000	27050000	1.16336	2.72451	2.65786	2.91023	1.42558	3.29389	6.93766	3.75954	2.43653	2.53254	B
chr10	28810000	28910000	1.67233	7.34919	3.51505	9.24158	6.06233	6.63164	12.7394	8.57926	2.92091	15.3429	B
chr10	29730000	29830000	7.97992	4.82584	2.32012	14.0975	6.58627	5.87453	7.05962	6.01853	2.92741	9.34937	B
chr10	30910000	31010000	8.27076	3.03282	7.45045	2.86009	6.89967	5.15204	1.83982	4.09798	3.16473	4.291	B
chr10	34950000	35050000	12.9606	3.98837	2.50367	3.69807	8.20311	4.70193	1.02445	4.204	2.02367	8.40973	B
chr10	35350000	35450000	2.69027	5.67862	3.00845	8.52775	6.0559	5.06433	5.93412	5.623	2.55844	6.02261	B
chr10	35850000	35950000	9.50683	3.31708	6.85022	10.0581	6.0559	2.94534	1.28578	3.50265	3.86854	6.19488	B
chr10	37210000	37310000	1.07247	0.323618	1.88877	0.873784	0.568946	0.674013	0.327544	0.676881	3.76776	1.67568	B
chr10	43290000	43390000	0.781632	1.48908	2.36968	3.72433	1.68434	2.28287	2.7458	2.38539	6.53426	2.77863	B
chr10	54190000	54290000	8.32529	0.387029	5.2478	0.8141	0.819668	0.82405	0.362389	1.20697	1.89689	2.17906	B
chr10	64550000	64650000	5.61685	7.09991	1.55286	9.731	7.06843	7.71653	6.96554	6.3692	2.05293	8.32024	B
chr10	69730000	69830000	5.03517	10.8237	1.93282	12.646	4.15459	7.96813	15.419	11.2949	2.66734	8.19719	B
chr10	71510000	71610000	13.8513	9.50518	2.20815	15.296	6.5927	9.3577	15.3423	10.6792	1.93915	11.1839	B
chr10	71810000	71910000	9.25235	5.76827	13.1021	7.12158	6.41591	9.05532	12.2968	7.87383	3.02494	9.19276	B
chr10	73250000	73350000	7.58002	10.5307	8.8271	8.69964	9.19796	7.58726	8.90293	9.26022	3.39554	12.9491	B
chr10	73750000	73850000	19.0318	13.089	2.07416	10.0867	9.00831	6.51623	9.91344	10.5895	2.38289	5.4029	B
chr10	75190000	75290000	9.14328	13.4936	1.33994	25.0222	8.61133	13.6557	29.8518	17.7579	1.45964	8.53725	B
chr10	76630000	76730000	14.5965	17.8143	5.84802	9.85992	13.4747	12.5269	14.1611	14.7731	4.46183	7.92425	B
chr10	78510000	78610000	12.288	4.39071	4.40345	2.85054	7.83185	4.54728	0.871128	4.04497	2.07568	3.91962	B
chr10	79390000	79490000	10.6702	9.05693	1.99523	20.3883	7.51684	8.39054	11.9379	9.99418	2.51293	8.66925	B
chr10	81970000	82070000	5.18059	1.3229	7.5514	1.69027	2.68562	1.80968	0.752655	2.45471	2.82826	2.89721	B
chr10	86230000	86330000	9.23417	2.19754	3.26726	3.1418	4.37317	3.8548	1.25791	2.78907	2.83639	3.67352	B
chr10	88970000	89070000	0.036355	1.2573	3.13143	5.02545	2.69044	1.66657	0.682964	1.6188	2.19922	4.32903	B
chr10	90950000	91050000	8.70702	8.42281	3.81608	3.13464	7.84631	10.1494	7.14325	7.51093	2.30487	3.43638	B
chr10	91470000	91570000	3.23559	1.67494	2.67621	3.60734	2.24203	1.72658	0.547068	1.7656	1.71809	2.77192	B
chr10	92990000	93090000	8.12534	4.4738	3.89134	3.64554	4.90033	4.06024	1.6865	3.36809	2.76487	2.89944	B
chr10	93630000	93730000	3.90816	4.79304	2.51836	6.9091	4.75086	8.31206	13.5199	6.77696	2.18296	5.95326	B
chr10	94190000	94290000	1.96317	2.5802	1.4978	11.82	3.10349	1.74736	0.937334	2.68306	1.83999	4.41852	B
chr10	95490000	95590000	5.87133	0.824351	9.51359	1.24383	2.18739	2.09821	0.766593	1.72074	2.60883	2.72942	B
chr10	96270000	96370000	1.05429	3.26679	1.29222	6.21437	2.24525	4.14103	8.63462	4.47312	1.56855	3.4319	B
chr10	99450000	99550000	22.9036	9.58171	6.66667	10.8411	7.25808	9.63238	14.3771	10.9565	2.64134	6.41636	B
chr10	101370000	101470000	3.52643	9.84192	2.13289	10.144	6.70681	8.56597	12.2481	7.72704	2.62183	4.14782	B
chr10	101970000	102070000	2.54485	7.20487	5.14685	8.65667	3.1951	8.02352	18.6665	9.89224	2.38777	4.56394	B
chr10	102230000	102330000	17.7049	3.44828	7.41741	11.5215	4.78943	7.95428	11.6418	7.30297	2.29187	5.40961	B
chr10	103510000	103610000	20.1588	7.50225	8.2434	12.2019	7.91542	13.0371	19.9175	11.9473	2.42028	13.6583	B
chr10	106070000	106170000	7.12558	10.9964	4.21439	3.78879	9.0517	13.1409	14.6768	11.3112	1.95052	8.51488	B
chr10	111990000	112090000	5.88951	6.07877	2.02643	5.41221	6.09447	6.61779	7.18506	6.65056	2.47229	4.7541	B
chr10	113990000	114090000	7.61637	2.67203	5.11381	1.41572	3.82994	2.63835	0.951272	2.41801	3.18423	2.47437	B
chr10	119010000	119110000	1.96317	1.1261	1.64648	3.37577	2.52329	1.65041	0.595852	1.54949	1.3865	5.83245	B
chr10	121670000	121770000	0.999762	1.13704	2.61197	5.60081	1.68594	1.25339	0.529646	1.47609	2.26911	3.22832	B
chr10	126090000	126190000	2.49032	2.61081	8.21586	3.61689	3.20795	3.94944	8.38374	4.45681	2.78112	4.62435	B
chr10	131830000	131930000	9.8522	1.72742	1.61527	7.71604	2.68722	1.92278	1.63424	2.70344	3.95144	5.32683	B
chr10	133790000	133890000	11.1428	0.839657	7.54406	4.58856	1.99774	1.95741	2.55415	2.2753	2.82664	4.159	B
chr10	1070000	1170000	3.85363	7.38636	1.07195	17.2274	5.3198	7.60573	18.2832	8.73421	1.73922	7.97571	B
chr10	5390000	5490000	3.7991	3.64726	4.4108	3.24446	3.41207	7.38183	7.59624	4.95428	2.94367	3.65339	B
chr10	6450000	6550000	8.398	6.95122	6.78415	1.90036	5.28123	4.44572	1.54015	3.78808	4.02296	3.52363	B
chr10	15890000	15990000	2.7448	2.03573	3.21403	3.16806	2.06363	3.17848	6.7948	3.28654	1.69533	3.50126	B
chr10	32650000	32750000	9.74314	9.0941	2.4688	4.07289	6.21662	10.7819	16.9278	10.9402	2.04643	12.1683	B
chr10	51390000	51490000	0.109065	2.16037	5.15235	6.64888	3.55189	2.47446	0.902489	2.25899	2.39752	3.68247	B
chr10	52190000	52290000	1.127	0.478867	6.37482	0.85946	1.25522	1.17029	0.442533	0.96639	2.23985	2.09628	B
chr10	59530000	59630000	2.72662	0.819978	4.26212	1.27487	1.62487	1.42651	0.574944	1.11318	1.78636	2.65111	B
chr10	62130000	62230000	1.83593	2.35279	7.22651	1.87171	2.85277	4.91429	3.488	3.03373	2.2171	2.94419	B
chr10	63730000	63830000	1.18154	1.1589	3.95375	1.51122	2.31757	2.63142	2.75973	1.92055	2.85914	2.2596	B
chr10	65290000	65390000	5.78044	0.314871	2.89831	0.80455	0.695914	0.821742	0.344967	1.03979	1.99604	2.05377	B
chr10	69210000	69310000	3.29013	3.53574	4.43466	2.51392	3.23206	4.09717	4.80514	4.90127	2.57794	3.1433	B
chr10	75510000	75610000	6.23488	9.28652	1.57122	20.9828	7.31112	9.11533	16.7291	9.90448	1.83349	10.7812	B
chr10	79190000	79290000	7.52548	4.50222	1.5547	21.952	7.18415	2.71452	0.717809	4.65661	1.95865	7.40298	B
chr10	81550000	81650000	0.0545325	4.1305	6.23716	2.81712	2.43972	4.21027	9.93434	4.98282	1.80261	3.53705	B
chr10	85750000	85850000	2.41761	0.756566	1.9163	0.806937	0.904849	0.773268	0.400719	0.921536	3.719	1.90164	B
chr10	88110000	88210000	12.5061	3.97963	9.8807	6.16424	5.67821	5.76835	4.95498	4.12652	3.14197	4.38272	B
chr10	88350000	88450000	14.1966	7.6575	6.51616	3.13464	12.0989	5.43596	1.72832	7.27035	2.48042	3.93752	B
chr10	88630000	88730000	16.3779	7.94832	3.20301	8.55163	10.7875	7.20178	4.96543	8.23674	2.79088	4.90847	B
chr10	92550000	92650000	7.28918	3.51825	4.68796	3.41635	2.85759	6.01303	9.02489	4.50982	2.51618	3.19923	B
chr10	98070000	98170000	18.3229	0.651609	8.25074	1.25338	1.62969	1.72658	0.850221	1.81045	2.2301	3.07395	B
chr10	100150000	100250000	9.61589	8.28287	3.91704	9.34663	8.05364	8.379	8.9099	8.5711	2.13257	3.94423	B
chr10	103830000	103930000	14.1239	26.4601	2.13289	18.5428	9.09028	20.5482	31.3955	23.0262	2.20572	12.4144	B
chr10	104350000	104450000	11.0156	45.1185	1.88143	14.9283	26.0044	19.6941	24.0675	26.6919	2.20572	10.6581	B
chr10	105390000	105490000	18.9955	21.0658	2.95521	11.7269	20.3953	15.7631	10.8438	17.3705	2.15045	9.69166	B
chr10	111550000	111650000	13.3605	3.58822	2.6652	9.25352	5.2973	2.91303	0.81886	3.45372	3.04444	4.07175	B
chr10	112750000	112850000	4.07176	0.590384	5.29552	2.9341	1.65219	2.1513	1.00354	1.25998	3.54508	2.55491	B
chr10	115350000	115450000	7.38006	3.78283	6.29773	2.65955	2.1456	3.91482	9.70437	4.35079	3.49632	3.66905	B
chr10	115890000	115990000	1.21789	1.77334	6.73091	2.89113	1.74702	4.15718	7.76001	3.1479	2.22035	3.27082	B
chr10	118230000	118330000	1.89046	0.424202	1.79332	0.923919	0.559303	0.579374	0.341482	0.937847	2.94692	1.82781	B
chr10	120730000	120830000	2.72662	4.40601	6.88326	14.1739	5.88714	6.1446	7.61366	5.6964	3.55158	13.0072	B
chr10	123630000	123730000	8.81609	6.89437	1.64097	7.33645	3.80101	5.96225	13.4955	7.51908	2.21872	4.07846	B
chr10	127410000	127510000	1.56326	4.50222	1.65749	13.8134	2.15524	3.52241	8.76006	6.02261	1.41576	4.30666	B
chr10	129790000	129890000	7.92539	1.83675	4.10977	3.83176	2.4799	4.48034	5.49159	3.19683	2.59257	3.33794	B
chr11	29350000	29450000	1.89046	0.297379	3.11858	0.799775	0.740915	0.828667	0.299668	0.905226	1.97328	1.80992	B
chr11	36610000	36710000	3.19924	0.417642	4.06755	1.42527	0.728058	0.740953	0.292699	1.2192	2.06105	2.40725	B
chr11	61830000	61930000	13.1242	2.79886	9.84766	2.43752	4.31692	4.26567	3.0594	4.33856	2.85427	3.94199	B
chr11	69150000	69250000	25.3394	13.9965	11.362	10.9533	8.89581	11.6129	23.5274	16.396	3.49632	9.96908	B
chr11	84930000	85030000	1.79957	3.19901	3.18282	1.73563	1.35165	4.74117	8.63811	4.34672	1.99766	2.2059	B
chr11	94350000	94450000	5.38054	3.03938	6.49046	1.50167	1.6538	4.03946	8.80188	4.01235	2.33575	2.27526	B
chr11	107990000	108090000	8.10716	3.29084	2.95705	5.12334	4.2012	4.56575	4.41488	3.96342	2.80876	2.92182	B
chr11	113170000	113270000	2.38125	2.49055	2.09618	6.50563	2.59079	3.04922	4.78075	3.71061	1.97653	3.86593	B
chr11	470000	570000	12.2698	12.9447	4.1942	13.4004	8.95527	16.2987	33.1238	17.3257	3.00868	8.28221	B
chr11	770000	870000	16.7233	29.2634	2.15859	16.5756	18.6097	25.3494	42.18	27.2506	1.64819	12.8126	B
chr11	3650000	3750000	1.36331	8.59337	1.41153	23.3701	5.57696	2.83686	0.867643	4.00827	2.26586	6.05393	B
chr11	6650000	6750000	14.4511	3.63851	4.64942	1.98631	2.02185	4.34415	8.30011	6.21833	2.00091	2.87707	B
chr11	8510000	8610000	4.10811	2.24127	3.75734	4.08482	3.58082	3.21079	2.30675	2.62597	1.8595	3.07171	B
chr11	10670000	10770000	13.724	22.205	3.67475	7.09771	11.4111	12.6239	16.2831	16.4368	2.8055	4.7116	B
chr11	12230000	12330000	18.5956	25.4412	2.14758	6.95446	13.6724	8.38592	2.83988	13.7578	2.64296	4.25968	B
chr11	14190000	14290000	9.50683	3.6735	7.04296	4.98009	6.07197	4.13179	1.17777	3.4211	2.44791	7.30454	B
chr11	14470000	14570000	1.78139	5.28284	3.97577	5.4337	2.12471	6.23924	15.2796	9.01556	2.23173	3.65563	B
chr11	15170000	15270000	7.18011	1.33164	4.96329	1.92662	3.52136	1.74505	0.432079	2.08773	1.67745	2.63098	B
chr11	18910000	19010000	0.454437	0.146503	3.83811	0.754415	0.54966	0.609382	0.303153	0.84814	2.04643	2.28197	B
chr11	22750000	22850000	4.16265	0.819978	2.69824	1.22712	1.56701	2.38674	4.15354	1.68405	1.52303	1.80544	B
chr11	26430000	26530000	1.19971	0.207728	1.77129	0.532388	0.414655	0.517051	0.243916	0.725812	1.49378	1.4542	B
chr11	27110000	27210000	5.10788	2.47743	6.18576	1.64491	4.81836	3.03537	0.843252	2.66267	3.20049	2.97104	B
chr11	27430000	27530000	3.29013	4.50222	2.36234	4.34027	3.94566	7.08175	14.6768	7.24588	1.78473	4.43642	B
chr11	34830000	34930000	3.39919	6.45268	3.00477	5.05171	4.35228	6.73321	10.9518	7.47423	3.05582	4.72949	B
chr11	35350000	35450000	9.16146	3.23181	4.14831	9.55194	5.77625	4.84505	2.41128	3.93896	3.06557	4.82793	B
chr11	43230000	43330000	8.14352	1.7799	2.29626	4.87744	1.7888	2.99151	5.41842	3.48227	2.34063	3.83684	B
chr11	47770000	47870000	2.19948	6.13343	2.66153	11.7101	4.96783	5.24207	8.67295	6.51599	2.84777	5.04047	B
chr11	48090000	48190000	6.16217	3.50294	2.35316	8.0455	4.42781	2.5691	0.682964	2.84616	3.11271	3.74735	B
chr11	56290000	56390000	2.49032	0.157436	1.02607	0.525226	0.303759	0.574758	0.243916	0.562708	3.00543	1.4184	B
chr11	56750000	56850000	15.1782	21.0723	5.45705	13.9113	13.6033	14.1635	11.7393	14.8506	3.94169	7.22176	B
chr11	60230000	60330000	6.48937	0.841844	8.26175	1.48018	2.32239	1.58809	0.623728	2.02656	3.33865	3.29543	B
chr11	62370000	62470000	19.3772	16.0147	9.57967	11.321	7.73381	15.2068	21.82	21.1179	3.19886	9.67824	B
chr11	63750000	63850000	25.2849	28.9157	6.99707	13.5413	13.1613	32.288	64.561	32.7186	2.23498	7.16807	B
chr11	64290000	64390000	19.1409	17.2698	4.10059	15.3032	12.9266	10.3803	14.7395	13.3664	2.02204	9.48584	B
chr11	65750000	65850000	22.9764	27.3785	4.96696	14.2193	10.9321	22.3809	38.5213	26.2679	2.13582	8.14126	B
chr11	66310000	66410000	7.63455	10.6422	2.25955	11.2709	8.68687	8.80833	15.5723	12.8281	1.83674	5.63781	B
chr11	67930000	68030000	7.48913	5.00296	2.02643	13.5341	7.5988	6.37081	8.1677	5.68417	2.9843	19.654	B
chr11	69910000	70010000	9.05239	9.11815	4.8862	21.5653	6.86914	6.33157	9.67649	8.21635	2.96155	14.3876	B
chr11	71090000	71190000	0.745277	4.72526	9.6586	3.63599	4.30888	5.00662	6.01427	5.08068	4.77391	4.22388	B
chr11	72030000	72130000	18.4138	6.85283	10.5066	14.341	9.62386	8.03045	5.69021	8.11441	2.79088	9.39858	B
chr11	72670000	72770000	36.355	33.103	3.04149	16.4825	24.439	21.5038	17.6351	24.9916	1.61731	17.4727	B
chr11	74230000	74330000	4.47166	2.37466	1.7511	9.6546	4.00512	2.43291	0.770077	2.4751	5.84345	4.58184	B
chr11	74670000	74770000	8.7252	11.2938	7.4945	7.24572	14.7508	9.5816	5.69718	9.04818	2.9713	7.15241	B
chr11	74910000	75010000	19.9771	29.7422	7.17511	11.6385	15.4982	18.6554	25.0711	27.8989	2.63321	12.4613	B
chr11	76250000	76350000	5.45325	1.19389	1.98605	2.71924	2.32561	2.47677	1.39032	2.2386	2.42028	3.74735	B
chr11	77010000	77110000	1.16336	5.03357	1.40786	9.59014	5.22819	5.32978	6.10138	5.0766	1.85137	5.13667	B
chr11	77930000	78030000	2.16312	5.2741	4.6072	3.3137	4.29281	5.9507	7.37323	5.61485	4.23914	3.11422	B
chr11	78890000	78990000	1.21789	0.321431	5.0514	0.806937	0.670199	0.607073	0.271792	1.08872	2.33738	2.46766	B
chr11	81890000	81990000	0.708922	0.317058	1.20962	0.682793	0.438763	0.542442	0.400719	0.664648	2.80225	1.47209	B
chr11	83990000	84090000	0.7271	0.148689	0.809472	0.525226	0.294116	0.339315	0.209071	0.33844	3.27526	1.22153	B
chr11	85670000	85770000	3.4719	3.17277	2.15125	5.69631	3.16456	3.77632	6.03517	4.54652	2.60233	3.7921	B
chr11	86670000	86770000	7.271	0.900882	3.62335	2.12478	2.12953	1.69657	0.508739	1.68812	2.30162	2.49451	B
chr11	89230000	89330000	0.036355	0.198981	1.19126	0.642208	0.446799	0.600149	0.372843	0.550475	5.46797	1.38261	B
chr11	93030000	93130000	1.74504	7.39511	1.3895	12.0205	3.89905	7.70268	16.1821	10.2266	1.71809	6.76537	B
chr11	95110000	95210000	4.9261	5.30908	3.19751	5.6414	3.01991	6.29694	13.5791	6.35289	1.62056	3.70261	B
chr11	95770000	95870000	4.7625	0.428575	4.6898	0.897658	0.959493	1.27878	0.508739	1.20289	2.40077	1.89269	B
chr11	98430000	98530000	0.817987	0.185862	0.570852	0.48464	0.216971	0.480119	0.362389	0.371061	3.92055	1.0515	B
chr11	102410000	102510000	4.81704	4.64435	2.52386	5.27613	2.86884	7.13253	13.722	6.37328	1.44339	3.69142	B
chr11	106750000	106850000	0.836165	1.20482	1.52717	3.28743	1.19254	2.42368	4.2511	2.18967	1.49865	2.07167	B
chr11	107290000	107390000	5.8168	4.2289	5.26249	2.07703	2.12471	4.56344	9.95177	6.4793	2.91603	3.59298	B
chr11	109250000	109350000	6.3803	1.8127	4.0804	1.19847	3.09384	3.28928	1.28578	2.30792	2.84939	2.10747	B
chr11	113590000	113690000	15.5236	9.73696	9.64942	3.65987	5.55767	8.09277	5.78429	6.66687	3.48819	4.00687	B
chr11	116070000	116170000	14.3057	5.05544	7.42108	8.17203	4.5371	6.41236	12.6557	8.3713	2.15208	4.63553	B
chr11	116710000	116810000	6.81656	2.46868	3.43062	16.5613	3.78494	1.85123	0.658573	2.93179	2.57144	5.38276	B
chr11	117790000	117890000	4.7625	5.74203	1.66667	13.2643	4.54675	8.6029	11.0703	6.7525	1.57667	10.8371	B
chr11	118670000	118770000	36.4095	16.8894	6.84472	8.19113	14.8955	16.3817	18.3843	16.5877	2.03342	5.97115	B
chr11	120910000	121010000	6.92563	10.3908	5.77827	4.72942	7.65505	3.96791	0.99657	5.52922	2.8689	3.09408	B
chr11	121930000	122030000	12.9969	4.79742	8.57012	2.62374	5.2523	4.64884	3.00713	5.02767	3.30126	3.72051	B
chr11	122390000	122490000	10.5611	13.9068	5.53047	17.607	7.99739	9.40848	13.4816	13.8761	2.92741	11.4859	B
chr11	122990000	123090000	11.0337	1.12392	8.94274	2.55451	2.2565	2.72837	2.21963	2.25083	2.4349	3.59522	B
chr11	125210000	125310000	8.03445	2.24565	7.2724	2.46617	2.25168	4.29106	7.72516	4.13876	2.8819	3.27306	B
chr11	128310000	128410000	2.92658	0.981787	3.74633	3.93442	2.24203	1.2857	0.435564	1.73298	1.80098	2.9151	B
chr11	129170000	129270000	1.79957	1.96795	6.26836	10.2204	3.14688	2.45599	1.15337	2.63413	2.98593	4.47893	B
chr11	129490000	129590000	9.47048	2.31124	10.7287	8.21023	5.20891	2.84378	1.06626	3.57197	3.31102	5.9376	B
chr11	130250000	130350000	12.0153	11.6612	2.98458	10.4329	6.40948	6.94095	5.50204	8.0247	2.6966	4.20822	B
chr11	1470000	1570000	16.287	3.76315	7.96807	7.10009	9.25742	4.42956	4.59956	5.50067	2.72586	12.3428	B
chr11	2110000	2210000	26.9572	1.01459	15.8572	1.86216	2.91705	2.10514	2.3172	2.52811	2.86402	4.54828	B
chr11	4070000	4170000	11.27	5.11229	2.80654	6.36955	3.34617	6.32233	8.27572	5.95329	2.39264	3.89054	B
chr11	12870000	12970000	11.4882	4.32948	6.27203	11.4451	5.99	2.84147	0.766593	3.28246	2.71773	6.85933	B
chr11	13390000	13490000	2.1813	3.31271	3.59398	2.77892	2.76276	5.48443	9.05973	4.78302	2.51293	4.32903	B
chr11	20450000	20550000	0.745277	0.854963	2.50367	2.20833	1.3629	0.957929	0.386781	1.34153	2.04968	2.42292	B
chr11	30950000	31050000	0.763455	0.2449	1.38216	0.463153	0.421084	0.493968	0.254369	0.668725	1.5783	1.37142	B
chr11	32790000	32890000	3.83545	3.43953	6.45375	2.36829	2.9058	5.35056	9.7183	4.61584	2.68197	4.61763	B
chr11	33710000	33810000	10.7611	6.7916	8.70412	4.71032	5.65089	11.5205	16.6455	9.01964	2.56982	5.39171	B
chr11	34370000	34470000	2.29036	3.41767	6.79332	6.68708	3.08902	4.17334	6.24076	4.14691	3.32564	4.34693	B
chr11	45750000	45850000	13.4513	13.2465	6.69604	8.93361	9.11599	11.4028	14.2795	11.5437	3.20699	6.66469	B
chr11	66990000	67090000	8.50707	7.05618	7.14758	6.34568	5.93375	9.16842	17.0602	9.06041	3.83603	4.58855	B
chr11	73290000	73390000	7.07105	2.39871	3.75551	6.98072	4.32656	4.4134	4.62046	4.53021	2.5877	4.30666	B
chr11	77470000	77570000	3.05382	7.57441	2.32379	8.22217	6.84503	5.98302	6.99342	6.68725	2.25936	4.34469	B
chr11	82590000	82690000	5.9804	4.87613	2.52753	5.68199	3.7319	5.8376	9.0214	6.01445	1.87901	3.5997	B
chr11	86270000	86370000	6.16217	6.47673	4.45852	3.07257	7.66952	9.26537	9.04928	5.92067	2.66409	3.75183	B
chr11	93870000	93970000	3.87181	3.19682	4.90639	3.17284	4.77175	5.83298	4.98634	4.30186	1.81074	3.40058	B
chr11	100690000	100790000	0.94523	0.332364	3.74633	0.668469	0.838954	0.962546	0.299668	0.795131	2.20247	1.72043	B
chr11	105390000	105490000	4.50802	4.90019	1.60242	3.76014	3.18545	8.2128	16.0392	6.80143	1.34749	3.52363	B
chr11	111430000	111530000	2.98111	7.84773	2.23385	7.21946	5.41784	8.71831	17.2483	10.1532	2.04155	4.06951	B
chr11	112610000	112710000	11.47	1.92203	5.45522	2.33248	2.27096	3.48548	4.47411	3.35586	2.00254	2.81667	B
chr11	118370000	118470000	9.21599	13.6532	2.0815	18.2898	6.9061	18.2007	40.0266	21.1179	2.11794	7.3023	B
chr11	119810000	119910000	9.8522	6.38489	4.01432	12.5887	6.10733	4.22181	2.37992	4.68923	1.89038	4.37378	B
chr11	125590000	125690000	7.56184	7.84555	1.46476	12.35	5.55124	9.51235	16.426	11.4295	1.98628	6.94659	B
